chip_stem,scene_stem,source,sza_bin,split,date,hour_utc,region,wind_speed_10m,temp_2m,pass_wind,pass_temp,pass_both
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9472_c0512,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8192_c4352,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r7424_c4608,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8192_c2816,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r10240_c0256,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r7168_c2560,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r10240_c3584,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5888_c3840,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r2560_c3584,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5376_c4096,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r4864_c8192,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r7168_c3840,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r7680_c2816,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r3328_c3584,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r1536_c3328,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r7936_c4096,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r5632_c5120,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r7680_c3072,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,train,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r0512_c3072,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,val,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r9472_c0768,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,val,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r7424_c2816,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,val,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r8448_c1024,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,test,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r6912_c4096,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,test,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834_r4608_c4608,S2B_MSIL1C_20211103T140249_N0500_R010_T25WER_20230101T103834,roboflow,sza_gt75,test,2021-11-03,14,KQ,0.67,-4.40,True,False,False
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r8704_c4096,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,roboflow,sza_gt75,train,2022-11-02,14,SK,2.69,-3.60,True,False,False
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r9216_c3328,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,roboflow,sza_gt75,train,2022-11-02,14,SK,2.69,-3.60,True,False,False
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5376,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,roboflow,sza_gt75,train,2022-11-02,14,SK,2.69,-3.60,True,False,False
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6912_c4352,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,roboflow,sza_gt75,train,2022-11-02,14,SK,2.69,-3.60,True,False,False
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r9216_c4096,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,roboflow,sza_gt75,train,2022-11-02,14,SK,2.69,-3.60,True,False,False
S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321_r6656_c5888,S2A_MSIL1C_20221102T143351_N0510_R139_T24WWU_20240715T155321,roboflow,sza_gt75,train,2022-11-02,14,SK,2.69,-3.60,True,False,False
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r10496_c3072,S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153,roboflow,sza_70_75,train,2020-10-09,14,KQ,0.50,5.40,True,True,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153_r9472_c2048,S2B_MSIL1C_20201009T140009_N0500_R010_T25WES_20230305T173153,roboflow,sza_70_75,train,2020-10-09,14,KQ,0.50,5.40,True,True,True
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5120,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r8448_c5120,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c5632,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r5888_c4608,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6656_c5376,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7680_c5120,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r8960_c3072,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r7168_c5120,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r8192_c2560,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r5632_c5632,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,train,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r6912_c4352,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,val,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809_r5632_c5376,S2A_MSIL1C_20201102T143351_N0500_R139_T24WWU_20230318T171809,roboflow,sza_gt75,test,2020-11-02,14,SK,7.90,-1.80,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c0000,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2304_c2304,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c4352,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5632_c1024,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r8448_c2048,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c0000,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4352,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0512_c4608,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c5632,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4096_c1024,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2560_c4352,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2304_c4352,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7424_c10496,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0512_c4352,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3328_c8960,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r8192_c0256,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0256_c4352,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2048_c3072,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3584_c1280,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5888_c0000,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4096_c0512,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0000_c4352,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4096_c4352,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7936_c2048,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r5120_c7680,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r6912_c0512,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r8192_c1280,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r0768_c4096,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4864_c6912,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2560_c2816,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3072_c1792,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3328_c10240,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r4096_c2560,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2816_c2304,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2304_c3584,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,train,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r2048_c1536,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,val,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r3584_c2304,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,val,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r7168_c1536,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,val,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316_r8448_c7936,S2A_MSIL1C_20171102T141341_N0500_R053_T24WWT_20230720T212316,roboflow,sza_gt75,test,2017-11-02,14,SK,3.70,-3.40,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r8704_c10240,S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c10496,S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9472_c9984,S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r4096_c9984,S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r6144_c9984,S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r9984_c10240,S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238_r8192_c9984,S2A_MSIL1C_20161107T141402_N0500_R053_T24WVT_20230921T211238,roboflow,sza_gt75,train,2016-11-07,14,SK,7.11,-0.30,True,False,False
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0768_c1280,S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153,roboflow,sza_70_75,train,2020-10-09,14,KQ,0.50,5.40,True,True,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0512_c7168,S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153,roboflow,sza_70_75,train,2020-10-09,14,KQ,0.50,5.40,True,True,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0256_c0256,S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153,roboflow,sza_70_75,train,2020-10-09,14,KQ,0.50,5.40,True,True,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0512_c0768,S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153,roboflow,sza_70_75,val,2020-10-09,14,KQ,0.50,5.40,True,True,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0512_c8704,S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153,roboflow,sza_70_75,val,2020-10-09,14,KQ,0.50,5.40,True,True,True
S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153_r0256_c1792,S2B_MSIL1C_20201009T140009_N0500_R010_T25WEQ_20230305T173153,roboflow,sza_70_75,test,2020-10-09,14,KQ,0.50,5.40,True,True,True
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r6144_c0512,S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232,roboflow,sza_65_70,train,2021-10-02,14,SK,5.67,2.40,True,True,True
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r3584_c0512,S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232,roboflow,sza_65_70,train,2021-10-02,14,SK,5.67,2.40,True,True,True
S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232_r4096_c0768,S2A_MSIL1C_20211002T141021_N0500_R053_T24WXT_20230113T003232,roboflow,sza_65_70,val,2021-10-02,14,SK,5.67,2.40,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c1280,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c2048,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c4096,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c1024,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c1536,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0768_c3328,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c3840,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c0512,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,train,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0512_c1536,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,val,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0000_c1280,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,test,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207_r0256_c2560,S2B_MSIL1C_20171002T135009_N0500_R110_T25WEQ_20230817T124207,roboflow,sza_70_75,test,2017-10-02,13,KQ,0.50,4.90,True,True,True
S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721_r9472_c10240,S2B_MSIL1C_20211001T134859_N0500_R110_T25WDR_20230112T231721,roboflow,sza_70_75,train,2021-10-01,13,KQ,1.25,2.80,True,True,True
